split,original_dataset_split,video_id,filename,path,qid,question,answer,duration_sec,size_mb,size_bytes,duration_bucket,size_bucket,stratum
profile,train,dGxJGvw_sUg,dGxJGvw_sUg.mp4,/Users/heng/Movies/videos_sampled/dGxJGvw_sUg.mp4,v_dGxJGvw_sUg_2,is the person in the video dancing outdoors,yes,102.19102,89.43808460235596,93782629,mid,high,duration_mid__size_high
profile,train,dnJLvsqqSgQ,dnJLvsqqSgQ.mp4,/Users/heng/Movies/videos_sampled/dnJLvsqqSgQ.mp4,v_dnJLvsqqSgQ_5,what happened to the kid in black shorts before he flipped over,running,176.169796,6.805118560791016,7135684,high,low,duration_high__size_low
profile,train,euyYRNOSPE0,euyYRNOSPE0.mp4,/Users/heng/Movies/videos_sampled/euyYRNOSPE0.mp4,v_euyYRNOSPE0_10,what color is her hair,brown,180.651247,9.725829124450684,10198271,high,mid,duration_high__size_mid
profile,train,iAQY-FHckIM,iAQY-FHckIM.mp4,/Users/heng/Movies/videos_sampled/iAQY-FHckIM.mp4,v_iAQY-FHckIM_4,what is behind the people in black clothes,oven,68.92,31.381980895996094,32906392,low,high,duration_low__size_high
profile,train,iS_ms9ajumY,iS_ms9ajumY.mp4,/Users/heng/Movies/videos_sampled/iS_ms9ajumY.mp4,v_iS_ms9ajumY_2,does the knife been used when making lemonade,yes,132.93424,33.278879165649414,34895434,mid,high,duration_mid__size_high
profile,train,iWSKl7vOd2s,iWSKl7vOd2s.mp4,/Users/heng/Movies/videos_sampled/iWSKl7vOd2s.mp4,v_iWSKl7vOd2s_3,are the girls in the tights outdoors,no,67.453968,8.693451881408691,9115745,low,mid,duration_low__size_mid
profile,train,jkaevzzYdP8,jkaevzzYdP8.mp4,/Users/heng/Movies/videos_sampled/jkaevzzYdP8.mp4,v_jkaevzzYdP8_5,what happened to the person in the checkered shirt before he threw the ball,pick ball,223.445624,100.3631420135498,105238382,high,high,duration_high__size_high
profile,train,l9HcwQPNvWo,l9HcwQPNvWo.mp4,/Users/heng/Movies/videos_sampled/l9HcwQPNvWo.mp4,v_l9HcwQPNvWo_8,how does the person blow the harmonica,hanging neck,196.533696,8.009285926818848,8398345,high,mid,duration_high__size_mid
profile,train,lVu-4SKcb4c,lVu-4SKcb4c.mp4,/Users/heng/Movies/videos_sampled/lVu-4SKcb4c.mp4,v_lVu-4SKcb4c_1,what is the person in green clothes doing,darts,17.984,0.6764926910400391,709354,low,low,duration_low__size_low
profile,train,laeOL4ipHck,laeOL4ipHck.mp4,/Users/heng/Movies/videos_sampled/laeOL4ipHck.mp4,v_laeOL4ipHck_7,where are the women wearing glasses playing volleyball,sandbeach,184.900499,40.838982582092285,42822777,high,high,duration_high__size_high
profile,train,lgu-DBDWlEs,lgu-DBDWlEs.mp4,/Users/heng/Movies/videos_sampled/lgu-DBDWlEs.mp4,v_lgu-DBDWlEs_8,what is the gender of the person in blue,female,18.784943,6.438138008117676,6750877,low,low,duration_low__size_low
profile,train,mO1T8zhIliY,mO1T8zhIliY.mp4,/Users/heng/Movies/videos_sampled/mO1T8zhIliY.mp4,v_mO1T8zhIliY_3,is the person with the sword outside,no,233.871383,24.831405639648438,26037616,high,high,duration_high__size_high
profile,train,n4apOkL24BE,n4apOkL24BE.mp4,/Users/heng/Movies/videos_sampled/n4apOkL24BE.mp4,v_n4apOkL24BE_7,what kind of shoe is the person wearing a vest,slipper,108.019229,4.659720420837402,4886071,mid,low,duration_mid__size_low
profile,train,oKauZV0DHHk,oKauZV0DHHk.mp4,/Users/heng/Movies/videos_sampled/oKauZV0DHHk.mp4,v_oKauZV0DHHk_9,what color is the hair dryer in the video,black,160.542766,23.591325759887695,24737298,high,high,duration_high__size_high
profile,train,pk7LcugO3zg,pk7LcugO3zg.mp4,/Users/heng/Movies/videos_sampled/pk7LcugO3zg.mp4,v_pk7LcugO3zg_6,is there a person wearing a purple dress in the video,yes,161.309025,7.5711565017700195,7938933,high,mid,duration_high__size_mid
profile,train,qN0a8-A-5Pg,qN0a8-A-5Pg.mp4,/Users/heng/Movies/videos_sampled/qN0a8-A-5Pg.mp4,v_qN0a8-A-5Pg_10,how difficult is the activity of throwing the hammer in the video,simple,164.513379,6.137341499328613,6435469,high,low,duration_high__size_low
profile,train,qokr0bO828E,qokr0bO828E.mp4,/Users/heng/Movies/videos_sampled/qokr0bO828E.mp4,v_qokr0bO828E_6,what is the hairstyle of the person in black clothes,bald,128.161,21.300556182861328,22335252,mid,high,duration_mid__size_high
profile,train,r-iXUXMP4DY,r-iXUXMP4DY.mp4,/Users/heng/Movies/videos_sampled/r-iXUXMP4DY.mp4,v_r-iXUXMP4DY_7,what is the hairstyle of the person in white clothes,bald,113.68,26.459732055664062,27745040,mid,high,duration_mid__size_high
profile,train,rwxSphRRIL8,rwxSphRRIL8.mp4,/Users/heng/Movies/videos_sampled/rwxSphRRIL8.mp4,v_rwxSphRRIL8_8,what does the man in white cook,pasta,88.468027,6.55573844909668,6874190,mid,low,duration_mid__size_low
profile,train,vTbeVoT1Gsg,vTbeVoT1Gsg.mp4,/Users/heng/Movies/videos_sampled/vTbeVoT1Gsg.mp4,v_vTbeVoT1Gsg_4,what is under the feet of the person in red,runway,49.295964,13.326068878173828,13973396,low,mid,duration_low__size_mid
profile,train,vutxJfF0Rlg,vutxJfF0Rlg.mp4,/Users/heng/Movies/videos_sampled/vutxJfF0Rlg.mp4,v_vutxJfF0Rlg_8,what is the number of people who drink coffee every day in north america,180 million,183.600181,6.912487983703613,7248269,high,low,duration_high__size_low
profile,train,xynscQyItDQ,xynscQyItDQ.mp4,/Users/heng/Movies/videos_sampled/xynscQyItDQ.mp4,v_xynscQyItDQ_2,is the person wearing a white dress wearing a shoelace in the room,yes,67.570068,8.674824714660645,9096213,low,mid,duration_low__size_mid
profile,train,xzQRc682Isc,xzQRc682Isc.mp4,/Users/heng/Movies/videos_sampled/xzQRc682Isc.mp4,v_xzQRc682Isc_5,what happens after the hammer throw,rest,31.184399,4.307428359985352,4516666,low,low,duration_low__size_low
profile,train,ybkcKusf-Kg,ybkcKusf-Kg.mp4,/Users/heng/Movies/videos_sampled/ybkcKusf-Kg.mp4,v_ybkcKusf-Kg_10,how many people are wearing red pants,1,62.136599,21.63083553314209,22681575,low,high,duration_low__size_high
profile,train,yfjnahzAPSc,yfjnahzAPSc.mp4,/Users/heng/Movies/videos_sampled/yfjnahzAPSc.mp4,v_yfjnahzAPSc_2,is the person in red clothes playing outdoors,yes,67.200467,34.622840881347656,36304680,low,high,duration_low__size_high
validation,train,55IErOrgQOA,55IErOrgQOA.mp4,/Users/heng/Movies/videos_sampled/55IErOrgQOA.mp4,v_55IErOrgQOA_3,is the person in the video indoors,no,70.681542,15.139708518981934,15875135,low,mid,duration_low__size_mid
validation,train,5fW_2c_kKfc,5fW_2c_kKfc.mp4,/Users/heng/Movies/videos_sampled/5fW_2c_kKfc.mp4,v_5fW_2c_kKfc_2,is the athlete in the video indoors,yes,200.109569,11.715685844421387,12284787,high,mid,duration_high__size_mid
validation,train,5oD3-y66g_8,5oD3-y66g_8.mp4,/Users/heng/Movies/videos_sampled/5oD3-y66g_8.mp4,v_5oD3-y66g_8_6,what is the color of the person's pants in the video,black,146.657234,6.83601188659668,7168078,high,low,duration_high__size_low
validation,train,69X7tP6p7E0,69X7tP6p7E0.mp4,/Users/heng/Movies/videos_sampled/69X7tP6p7E0.mp4,v_69X7tP6p7E0_9,how difficult is the sport in the video ,easily,70.054603,22.002856254577637,23071667,low,high,duration_low__size_high
validation,train,9jivQgF6J1g,9jivQgF6J1g.mp4,/Users/heng/Movies/videos_sampled/9jivQgF6J1g.mp4,v_9jivQgF6J1g_4,what is behind the people in green clothes,spectator seats,152.021043,11.089259147644043,11627931,high,mid,duration_high__size_mid
validation,train,C8Toxe4fE30,C8Toxe4fE30.mp4,/Users/heng/Movies/videos_sampled/C8Toxe4fE30.mp4,v_C8Toxe4fE30_8,is it dangerous to throw the discus,no,7.476825,0.30463409423828125,319432,low,low,duration_low__size_low
validation,train,H91Dm6jaUPg,H91Dm6jaUPg.mp4,/Users/heng/Movies/videos_sampled/H91Dm6jaUPg.mp4,v_H91Dm6jaUPg_7,what is the gender of the person painting,female,145.914195,16.61861801147461,17425884,high,mid,duration_high__size_mid
validation,train,HD_vpQCUSCQ,HD_vpQCUSCQ.mp4,/Users/heng/Movies/videos_sampled/HD_vpQCUSCQ.mp4,v_HD_vpQCUSCQ_4,what is in front of the person in green clothes,sports equipment,160.983946,85.49897575378418,89652174,high,high,duration_high__size_high
validation,train,IU6LVYI0FZM,IU6LVYI0FZM.mp4,/Users/heng/Movies/videos_sampled/IU6LVYI0FZM.mp4,v_IU6LVYI0FZM_2,does fighting need arm strength,yes,62.508118,6.031166076660156,6324136,low,low,duration_low__size_low
validation,train,Ii3jLIcf92s,Ii3jLIcf92s.mp4,/Users/heng/Movies/videos_sampled/Ii3jLIcf92s.mp4,v_Ii3jLIcf92s_4,what is in front of the person in black clothes,drum,31.114739,16.090774536132812,16872400,low,mid,duration_low__size_mid
validation,train,IsM_xfhJzps,IsM_xfhJzps.mp4,/Users/heng/Movies/videos_sampled/IsM_xfhJzps.mp4,v_IsM_xfhJzps_9,what style of clothes are the man wearing blue pants,short sleeve,134.652517,50.241390228271484,52681916,mid,high,duration_mid__size_high
validation,train,LANB732DHbo,LANB732DHbo.mp4,/Users/heng/Movies/videos_sampled/LANB732DHbo.mp4,v_LANB732DHbo_2,is the person playing indoors,yes,99.683265,38.48530387878418,40354766,mid,high,duration_mid__size_high
validation,train,MdOAr_4FJvc,MdOAr_4FJvc.mp4,/Users/heng/Movies/videos_sampled/MdOAr_4FJvc.mp4,v_MdOAr_4FJvc_6,which hand of the person in video is wearing a watch,left,233.012245,6.243307113647461,6546582,high,low,duration_high__size_low
validation,train,POYg9zju63U,POYg9zju63U.mp4,/Users/heng/Movies/videos_sampled/POYg9zju63U.mp4,v_POYg9zju63U_3,is the first woman dressed in white,no,148.979229,62.390390396118164,65421066,high,high,duration_high__size_high
validation,train,Uc1_7BXtXZs,Uc1_7BXtXZs.mp4,/Users/heng/Movies/videos_sampled/Uc1_7BXtXZs.mp4,v_Uc1_7BXtXZs_5,what happens to the person in yellow shorts before he play volleyball,take volleyball,95.921633,64.19580936431885,67314185,mid,high,duration_mid__size_high
validation,train,Wy0u0amd4Ko,Wy0u0amd4Ko.mp4,/Users/heng/Movies/videos_sampled/Wy0u0amd4Ko.mp4,v_Wy0u0amd4Ko_7,what is the gender of the person in white clothes,male,60.627302,3.8223533630371094,4008028,low,low,duration_low__size_low
validation,train,Xt86M-mRxi8,Xt86M-mRxi8.mp4,/Users/heng/Movies/videos_sampled/Xt86M-mRxi8.mp4,v_Xt86M-mRxi8_10,how difficult is the maintenance of the tree,commonly,129.079728,57.28756523132324,60070366,mid,high,duration_mid__size_high
validation,train,YWfLZFXwjTE,YWfLZFXwjTE.mp4,/Users/heng/Movies/videos_sampled/YWfLZFXwjTE.mp4,v_YWfLZFXwjTE_3,is the person with braid outdoors,no,112.129161,5.752239227294922,6031660,mid,low,duration_mid__size_low
validation,train,Yu18MvEn-To,Yu18MvEn-To.mp4,/Users/heng/Movies/videos_sampled/Yu18MvEn-To.mp4,v_Yu18MvEn-To_7,what is the clothes style of the old person,short sleeve,82.454059,3.352166175842285,3515001,mid,low,duration_mid__size_low
validation,train,_RCe4Q0p1aA,_RCe4Q0p1aA.mp4,/Users/heng/Movies/videos_sampled/_RCe4Q0p1aA.mp4,v__RCe4Q0p1aA_7,what color is the meadow in the video,green,89.536145,8.692695617675781,9114952,mid,mid,duration_mid__size_mid
validation,train,bMJlN9iPpCI,bMJlN9iPpCI.mp4,/Users/heng/Movies/videos_sampled/bMJlN9iPpCI.mp4,v_bMJlN9iPpCI_9,what should be the product smeared in the video,sunscreen cream,189.33551,9.557482719421387,10021747,high,mid,duration_high__size_mid
validation,train,c1tbdVxIhH4,c1tbdVxIhH4.mp4,/Users/heng/Movies/videos_sampled/c1tbdVxIhH4.mp4,v_c1tbdVxIhH4_3,is the person in the video outdoors,no,68.661406,20.8206205368042,21832003,low,high,duration_low__size_high
validation,train,chMp_uvII5g,chMp_uvII5g.mp4,/Users/heng/Movies/videos_sampled/chMp_uvII5g.mp4,v_chMp_uvII5g_6,what color is the dress of the girl on the left,pink,45.673651,23.277907371520996,24408655,low,high,duration_low__size_high
validation,train,dDmc6n79ek0,dDmc6n79ek0.mp4,/Users/heng/Movies/videos_sampled/dDmc6n79ek0.mp4,v_dDmc6n79ek0_3,is the person in the video playing outdoors,no,110.7495,14.591459274291992,15300254,mid,mid,duration_mid__size_mid
validation,train,dcEdjqyHj8M,dcEdjqyHj8M.mp4,/Users/heng/Movies/videos_sampled/dcEdjqyHj8M.mp4,v_dcEdjqyHj8M_9,is the person who plays in the video chinese,no,62.554558,34.57164669036865,36250999,low,high,duration_low__size_high
validation,train,iMB_mb11KWM,iMB_mb11KWM.mp4,/Users/heng/Movies/videos_sampled/iMB_mb11KWM.mp4,v_iMB_mb11KWM_7,what color is the dress of the whistle man,red,50.062222,13.103620529174805,13740142,low,mid,duration_low__size_mid
validation,train,prqwtY9cn6s,prqwtY9cn6s.mp4,/Users/heng/Movies/videos_sampled/prqwtY9cn6s.mp4,v_prqwtY9cn6s_8,where is the video taken,market,100.867483,12.046977043151855,12632171,mid,mid,duration_mid__size_mid
validation,train,qXD7myRvw0M,qXD7myRvw0M.mp4,/Users/heng/Movies/videos_sampled/qXD7myRvw0M.mp4,v_qXD7myRvw0M_10,how difficult is to play badminton,simple,28.281905,2.178277015686035,2284089,low,low,duration_low__size_low
validation,train,sf2zGT5nN04,sf2zGT5nN04.mp4,/Users/heng/Movies/videos_sampled/sf2zGT5nN04.mp4,v_sf2zGT5nN04_2,is the chef indoors,yes,225.976599,21.503090858459473,22547625,high,high,duration_high__size_high
validation,train,xiICsWY0xOk,xiICsWY0xOk.mp4,/Users/heng/Movies/videos_sampled/xiICsWY0xOk.mp4,v_xiICsWY0xOk_7,where is the video taken,kitchen,111.920181,5.905908584594727,6192794,mid,low,duration_mid__size_low
test,test,-02DygXbn6w,-02DygXbn6w.mp4,/Users/heng/Movies/videos_sampled/-02DygXbn6w.mp4,v_-02DygXbn6w_7,where is the person in the video,snow mountain,109.667846,46.81384754180908,49087877,mid,high,duration_mid__size_high
test,test,-UwqKYkkKlU,-UwqKYkkKlU.mp4,/Users/heng/Movies/videos_sampled/-UwqKYkkKlU.mp4,v_-UwqKYkkKlU_5,what happened before the turban guy went to the gym,stand on speech,63.970975,5.3295183181762695,5588405,low,low,duration_low__size_low
test,test,-faeAVsbBG0,-faeAVsbBG0.mp4,/Users/heng/Movies/videos_sampled/-faeAVsbBG0.mp4,v_-faeAVsbBG0_9,what color does the blonde wear,white,85.728073,10.199395179748535,10694841,mid,mid,duration_mid__size_mid
test,test,-oJb3Acw-_s,-oJb3Acw-_s.mp4,/Users/heng/Movies/videos_sampled/-oJb3Acw-_s.mp4,v_-oJb3Acw-_s_1,what's the person in a gray coat doing,lip ring,191.757867,20.717101097106934,21723455,high,high,duration_high__size_high
test,test,1cLxW-FhgpA,1cLxW-FhgpA.mp4,/Users/heng/Movies/videos_sampled/1cLxW-FhgpA.mp4,v_1cLxW-FhgpA_9,what is the color of the standing person's pants,black,181.603265,34.47501850128174,36149677,high,high,duration_high__size_high
test,test,1sTTv-XC-RA,1sTTv-XC-RA.mp4,/Users/heng/Movies/videos_sampled/1sTTv-XC-RA.mp4,v_1sTTv-XC-RA_3,does a rower wear an eye mask,no,93.532667,45.101263999938965,47292103,mid,high,duration_mid__size_high
test,test,1zEcIngghq4,1zEcIngghq4.mp4,/Users/heng/Movies/videos_sampled/1zEcIngghq4.mp4,v_1zEcIngghq4_7,why does the man in black wear two drums,different tone,203.151383,9.379791259765625,9835424,high,mid,duration_high__size_mid
test,test,2iW1Eq9SDW4,2iW1Eq9SDW4.mp4,/Users/heng/Movies/videos_sampled/2iW1Eq9SDW4.mp4,v_2iW1Eq9SDW4_6,why does the man who wear white clothes fight fists with their teammates,encouragement,26.215329,1.066640853881836,1118454,low,low,duration_low__size_low
test,test,2ji02dSx1nM,2ji02dSx1nM.mp4,/Users/heng/Movies/videos_sampled/2ji02dSx1nM.mp4,v_2ji02dSx1nM_7,how many people are in purple clothes,1,71.988578,24.9228515625,26133504,mid,high,duration_mid__size_high
test,test,2oNsMva04MM,2oNsMva04MM.mp4,/Users/heng/Movies/videos_sampled/2oNsMva04MM.mp4,v_2oNsMva04MM_2,is the man at the beginning of the video wearing short sleeves ,yes,199.80771,35.39443111419678,37113751,high,high,duration_high__size_high
test,test,35SpLMcN-m8,35SpLMcN-m8.mp4,/Users/heng/Movies/videos_sampled/35SpLMcN-m8.mp4,v_35SpLMcN-m8_1,what is the woman with white clothes doing,pick up,49.342404,14.379576683044434,15078079,low,mid,duration_low__size_mid
test,test,3G1T_V102GA,3G1T_V102GA.mp4,/Users/heng/Movies/videos_sampled/3G1T_V102GA.mp4,v_3G1T_V102GA_8,what color is the turban of the man,black,57.283628,22.229561805725098,23309385,low,high,duration_low__size_high
test,test,3ImTO0bzXPA,3ImTO0bzXPA.mp4,/Users/heng/Movies/videos_sampled/3ImTO0bzXPA.mp4,v_3ImTO0bzXPA_2,is the woman wearing a black dress in the room,yes,190.310748,17.174028396606445,18008274,high,mid,duration_high__size_mid
test,test,3iLo6lxAarc,3iLo6lxAarc.mp4,/Users/heng/Movies/videos_sampled/3iLo6lxAarc.mp4,v_3iLo6lxAarc_4,what is behind the person in hat,sofa,123.855238,8.018856048583984,8408380,mid,mid,duration_mid__size_mid
test,test,45WdXofnTkI,45WdXofnTkI.mp4,/Users/heng/Movies/videos_sampled/45WdXofnTkI.mp4,v_45WdXofnTkI_4,what is the left side of the person wearing the plaid clothes,violin,67.082449,14.46202278137207,15164530,low,mid,duration_low__size_mid
test,test,4OeZViscNp4,4OeZViscNp4.mp4,/Users/heng/Movies/videos_sampled/4OeZViscNp4.mp4,v_4OeZViscNp4_3,does the person wipe the shoes outdoors,no,109.992925,28.79054069519043,30189070,mid,high,duration_mid__size_high
test,test,4qZckue0QU4,4qZckue0QU4.mp4,/Users/heng/Movies/videos_sampled/4qZckue0QU4.mp4,v_4qZckue0QU4_1,what is the woman in the suit doing,play billiards,23.428934,11.264692306518555,11811886,low,mid,duration_low__size_mid
test,test,4sm-tTbfamM,4sm-tTbfamM.mp4,/Users/heng/Movies/videos_sampled/4sm-tTbfamM.mp4,v_4sm-tTbfamM_4,what is in front of the man,bicycle,182.514944,32.52107810974121,34100822,high,high,duration_high__size_high
test,test,4x0LdQRN248,4x0LdQRN248.mp4,/Users/heng/Movies/videos_sampled/4x0LdQRN248.mp4,v_4x0LdQRN248_7,how many people are welding,1,22.593016,6.736324310302734,7063548,low,low,duration_low__size_low
test,test,5KYUiMysyb0,5KYUiMysyb0.mp4,/Users/heng/Movies/videos_sampled/5KYUiMysyb0.mp4,v_5KYUiMysyb0_10,when is the video been taken,day,21.942857,0.678492546081543,711451,low,low,duration_low__size_low
test,test,5oy5Yi6fzJU,5oy5Yi6fzJU.mp4,/Users/heng/Movies/videos_sampled/5oy5Yi6fzJU.mp4,v_5oy5Yi6fzJU_10,what is the relationship of the two people in the video,family,43.537415,3.177741050720215,3332103,low,low,duration_low__size_low
test,test,656VWQU5dgE,656VWQU5dgE.mp4,/Users/heng/Movies/videos_sampled/656VWQU5dgE.mp4,v_656VWQU5dgE_4,what is in front of the children,opponent,91.742041,44.81679821014404,46993819,mid,high,duration_mid__size_high
test,test,6Yn2U58qxPs,6Yn2U58qxPs.mp4,/Users/heng/Movies/videos_sampled/6Yn2U58qxPs.mp4,v_6Yn2U58qxPs_4,what is the right side of the man wearing a blue helmet at the beginning of the video,man in gray,42.7427,19.77935791015625,20740160,low,mid,duration_low__size_mid
test,test,6g80a1NnftU,6g80a1NnftU.mp4,/Users/heng/Movies/videos_sampled/6g80a1NnftU.mp4,v_6g80a1NnftU_5,what happened before the person in the video washed his hands,put hand sanitizer,128.476009,14.899064064025879,15622801,mid,mid,duration_mid__size_mid
test,test,6gyD-Mte2ZM,6gyD-Mte2ZM.mp4,/Users/heng/Movies/videos_sampled/6gyD-Mte2ZM.mp4,v_6gyD-Mte2ZM_7,what color is the ball of the man with the black wristband,black,188.244172,37.336976051330566,39150657,high,high,duration_high__size_high
test,test,6r3qgd1y5KE,6r3qgd1y5KE.mp4,/Users/heng/Movies/videos_sampled/6r3qgd1y5KE.mp4,v_6r3qgd1y5KE_9,how many people are there in the video,1,152.183583,5.8396148681640625,6123280,high,low,duration_high__size_low
test,test,7NG6UrY2Foo,7NG6UrY2Foo.mp4,/Users/heng/Movies/videos_sampled/7NG6UrY2Foo.mp4,v_7NG6UrY2Foo_5,what happens after the man in a gray shirt make the wine,insertion suction pipe,65.131973,5.281613349914551,5538173,low,low,duration_low__size_low
test,test,7tlXgKBTD_0,7tlXgKBTD_0.mp4,/Users/heng/Movies/videos_sampled/7tlXgKBTD_0.mp4,v_7tlXgKBTD_0_7,how many people are there in the video,1,51.850159,2.165530204772949,2270723,low,low,duration_low__size_low
